Year,District,Winning Party,Voter Turnout (%),Votes Blue,Votes Red,Total_Population,Total_Pop_Citizenship,US_Born_Citizen,US_Territory_Born_Citizen,US_Born_Abroad_Citizen,Naturalized_Citizen,Non_Citizen,Total_Pop_Birth,Native_Born,Foreign_Born,Total_Foreign_Born,Entered_2010_Later,Entered_2000_2009,Entered_Before_2000,Pop_5Years_Over,English_Only,Spanish_Speaker,Indo_European_Lang,Asian_Pacific_Lang,Other_Languages,White_Alone,Black_Alone,Native_American_Alone,Asian_Alone,Pacific_Islander_Alone,Other_Race_Alone,Two_Or_More_Races,Hispanic_Latino,Total_Male,Male_Under_5,Male_5_9,Male_10_14,Male_15_17,Male_18_19,Male_20,Male_21,Male_22_24,Male_25_29,Male_30_34,Male_35_39,Male_40_44,Male_45_49,Male_50_54,Male_55_59,Male_60_61,Male_62_64,Male_65_66,Male_67_69,Male_70_74,Male_75_79,Male_80_84,Male_85_Over,Total_Female,Female_Under_5,Female_5_9,Female_10_14,Female_15_17,Female_18_19,Female_20,Female_21,Female_22_24,Female_25_29,Female_30_34,Female_35_39,Female_40_44,Female_45_49,Female_50_54,Female_55_59,Female_60_61,Female_62_64,Female_65_66,Female_67_69,Female_70_74,Female_75_79,Female_80_84,Female_85_Over,Median_Household_Income,Total_Households_Income,Income_Less_10000,Income_10000_14999,Income_15000_19999,Income_20000_24999,Income_25000_29999,Income_30000_34999,Income_35000_39999,Income_40000_44999,Income_45000_49999,Income_50000_59999,Income_60000_74999,Income_75000_99999,Income_100000_124999,Income_125000_149999,Income_150000_199999,Income_200000_Plus,Total_Pop_Poverty,Below_Poverty_Level,Pop_25_Over,No_Schooling,Nursery_School,Kindergarten,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12_No_Diploma,High_School_Diploma,GED,Some_College_Less_1yr,Some_College_1yr_Plus,Associates_Degree,Bachelors_Degree,Masters_Degree,Professional_Degree,Doctorate_Degree,Total_Households,Family_Households,Married_Couple_Family,Other_Family,Nonfamily_Households,Living_Alone,Not_Living_Alone,In_Labor_Force,Civilian_Labor_Force,Employed,Unemployed,Total_Housing_Units,Owner_Occupied,Renter_Occupied,Workers_16_Over,Commute_Car,Commute_Public_Transit,Commute_Bicycle,Commute_Walk,Work_From_Home,Total_Households_Internet,Has_Internet,No_Internet,Dist_clean
2016,4,D,,171297,0,695098,695098.0,438547.0,18146.0,5608.0,90759.0,142038.0,695098.0,462301.0,232797,256551.0,25018.0,53115.0,49410.0,,,,,,,385144,26083,4398.0,25740,290.0,235506.0,17937.0,487383,352478,27202.0,25852.0,23430.0,14333.0,8890.0,4271.0,5162.0,15148.0,33815.0,29849.0,30759.0,24529.0,23876.0,20736.0,19227.0,7721.0,7972.0,4621.0,5663.0,8545.0,5206.0,3296.0,2375.0,342620,22484.0,23454.0,24242.0,16080.0,8361.0,3684.0,4723.0,16145.0,31434.0,29317.0,28195.0,22029.0,21905.0,19862.0,19346.0,6725.0,8752.0,5858.0,7343.0,8183.0,5699.0,4032.0,4767.0,51383,223350.0,12557.0,11511.0,11612.0,12831.0,10624.0,12050.0,15012.0,11430.0,9929.0,19098.0,20420.0,29235.0,17705.0,10359.0,10267.0,8710.0,690682.0,114251,451637.0,14891.0,216.0,178.0,664.0,4323.0,2058.0,3243.0,3040.0,31503.0,2663.0,14249.0,9505.0,10478.0,10539.0,13915.0,107822.0,16800.0,16113.0,53143.0,25635.0,75181.0,27630.0,5388.0,2460.0,223350.0,152761.0,99615.0,53146.0,16254.0,36892.0,70589.0,370848,370765.0,346780.0,23985,223350.0,101920,121430.0,339911.0,240653.0,66478,7681.0,10696.0,10078.0,223350.0,173296.0,38906.0,4
2016,5,D,,212842,86222,723373,723373.0,549170.0,6107.0,8644.0,90101.0,69351.0,723373.0,563921.0,159452,174203.0,29342.0,34408.0,15602.0,677059.0,446772.0,99935.0,3971.0,46.0,6665.0,593685,18194,1552.0,50171,406.0,34357.0,25008.0,139326,356625,24219.0,19303.0,18107.0,8156.0,6335.0,4621.0,5090.0,18109.0,39944.0,38166.0,31535.0,22528.0,23587.0,20348.0,20936.0,7256.0,9675.0,4737.0,8744.0,10205.0,5833.0,4583.0,4608.0,366748,22095.0,18136.0,15116.0,8358.0,6476.0,4663.0,3814.0,18537.0,44830.0,37694.0,28185.0,23373.0,22922.0,20302.0,19655.0,8684.0,12052.0,6938.0,9674.0,11247.0,8423.0,5775.0,9799.0,80269,297889.0,14890.0,8658.0,9194.0,11047.0,9180.0,10959.0,9311.0,9167.0,10842.0,20849.0,26633.0,39049.0,32726.0,17874.0,27942.0,39568.0,713243.0,58849,522238.0,7215.0,0.0,34.0,181.0,121.0,1267.0,502.0,1320.0,5359.0,963.0,6116.0,2319.0,3639.0,3415.0,8071.0,80496.0,10478.0,18221.0,56643.0,30279.0,174745.0,78361.0,24523.0,7970.0,297889.0,155918.0,123734.0,32184.0,11135.0,21049.0,141971.0,440619,440426.0,424109.0,16317,297889.0,163072,134817.0,417034.0,244617.0,118756,6441.0,16892.0,23862.0,297889.0,255767.0,34983.0,5
2016,6,R,,143591,208555,722323,722323.0,609513.0,1256.0,5301.0,67738.0,38515.0,722323.0,616070.0,106253,112810.0,16689.0,25783.0,6727.0,681982.0,547200.0,43776.0,2176.0,77.0,1699.0,599312,19108,684.0,65830,193.0,16399.0,20797.0,67177,353209,21133.0,20983.0,23904.0,17024.0,9149.0,4576.0,4117.0,12851.0,20512.0,23520.0,22772.0,20614.0,25984.0,28172.0,28139.0,10497.0,12657.0,6582.0,9940.0,12038.0,7127.0,5743.0,5175.0,369114,19208.0,23440.0,25048.0,16817.0,8797.0,4397.0,3460.0,12887.0,18612.0,22787.0,21497.0,19279.0,26278.0,32645.0,29410.0,11708.0,13707.0,8338.0,11728.0,14283.0,8021.0,7089.0,9678.0,97387,262303.0,8717.0,5502.0,6277.0,6251.0,6846.0,9065.0,7985.0,9511.0,6901.0,14132.0,19950.0,33244.0,34187.0,22385.0,27784.0,43566.0,712132.0,33780,494532.0,4172.0,110.0,33.0,44.0,0.0,514.0,140.0,1217.0,1389.0,637.0,2234.0,2287.0,3630.0,3059.0,5587.0,70869.0,9022.0,29475.0,65563.0,36461.0,160506.0,73203.0,16697.0,7683.0,262303.0,186300.0,158258.0,28042.0,7474.0,20568.0,76003.0,398397,398207.0,382811.0,15396,262303.0,204599,57704.0,375732.0,311509.0,24958,1616.0,5142.0,29878.0,262303.0,241239.0,17583.0,6
2016,7,D,,250584,46882,723481,723481.0,614174.0,4412.0,5140.0,40807.0,58948.0,723481.0,623726.0,99755,109307.0,24111.0,27911.0,10297.0,,,,,,,256647,341264,1315.0,53760,650.0,53663.0,16182.0,119971,343743,22064.0,20499.0,18224.0,12630.0,9704.0,5221.0,5326.0,17593.0,36337.0,35172.0,24344.0,21746.0,21506.0,19451.0,19083.0,7821.0,10395.0,6158.0,8715.0,8853.0,5783.0,3926.0,3192.0,379738,22066.0,19313.0,19933.0,11027.0,8565.0,4242.0,5865.0,20106.0,37543.0,37051.0,26981.0,25792.0,25008.0,19650.0,24893.0,9584.0,11518.0,7374.0,9339.0,12686.0,9814.0,6306.0,5082.0,54147,295886.0,37093.0,16369.0,16380.0,16091.0,12172.0,11653.0,8347.0,10125.0,8939.0,19226.0,23147.0,29283.0,23154.0,15823.0,20781.0,27303.0,696266.0,156424,501103.0,5954.0,0.0,136.0,367.0,1090.0,808.0,1088.0,1353.0,6427.0,1683.0,7372.0,6706.0,11253.0,15894.0,8935.0,103403.0,14575.0,20927.0,65458.0,23844.0,112564.0,59880.0,20950.0,10436.0,295886.0,148364.0,80586.0,67778.0,12810.0,54968.0,147522.0,383258,383023.0,347246.0,35777,295886.0,118090,177796.0,340757.0,178967.0,80340,4503.0,45937.0,20673.0,295886.0,221876.0,55884.0,7
2016,8,D,,144954,103617,717789,717789.0,506357.0,3580.0,5585.0,94746.0,107521.0,717789.0,515522.0,202267,211432.0,34069.0,55767.0,28979.0,672198.0,380057.0,160367.0,1431.0,0.0,5298.0,465992,33339,2737.0,92202,169.0,102625.0,20725.0,210817,362008,23180.0,28083.0,22821.0,15504.0,8386.0,3724.0,4983.0,14025.0,27105.0,25704.0,26025.0,27017.0,24809.0,25062.0,24223.0,8186.0,12826.0,7339.0,8349.0,10002.0,5823.0,5020.0,3812.0,355781,22411.0,24297.0,22667.0,14613.0,7268.0,3135.0,3217.0,11705.0,24590.0,26311.0,26732.0,25223.0,22821.0,24525.0,21604.0,10140.0,13815.0,6644.0,8787.0,12257.0,8737.0,6862.0,7420.0,67745,253677.0,11806.0,7352.0,8817.0,10151.0,10222.0,11911.0,9868.0,10462.0,8101.0,22017.0,27203.0,38934.0,29603.0,16784.0,17680.0,12766.0,712250.0,80916,487770.0,8628.0,208.0,111.0,351.0,444.0,2457.0,1764.0,2669.0,10834.0,1720.0,10403.0,5543.0,6271.0,7290.0,9777.0,114277.0,12781.0,28223.0,71370.0,33721.0,106702.0,43001.0,6147.0,3078.0,253677.0,175620.0,129832.0,45788.0,14230.0,31558.0,78057.0,393589,393346.0,373713.0,19633,253677.0,167872,85805.0,367188.0,328039.0,12576,1042.0,5714.0,14813.0,253677.0,220221.0,28406.0,8
2016,9,D,,217306,109550,724071,724071.0,531212.0,2437.0,7107.0,108958.0,74357.0,724071.0,540756.0,183315,192859.0,35926.0,45063.0,14155.0,681931.0,443010.0,61439.0,4702.0,1402.0,4034.0,514493,72697,2369.0,93906,213.0,17837.0,22556.0,78549,350566,20904.0,22525.0,21099.0,13890.0,7897.0,2891.0,3659.0,12180.0,24371.0,25746.0,22530.0,25690.0,22425.0,26622.0,24750.0,9132.0,13029.0,7158.0,10351.0,11562.0,8917.0,6220.0,7018.0,373505,21236.0,21030.0,20394.0,14526.0,9921.0,3986.0,3734.0,12300.0,24292.0,25669.0,25673.0,23930.0,22197.0,24204.0,25885.0,10961.0,14331.0,8888.0,9686.0,13827.0,10817.0,10161.0,15857.0,67084,286837.0,21391.0,12669.0,11776.0,11930.0,11503.0,9851.0,9856.0,11648.0,10122.0,19992.0,25075.0,32126.0,26480.0,15816.0,24018.0,32584.0,704366.0,86078,511899.0,6509.0,61.0,364.0,54.0,522.0,976.0,1029.0,1991.0,3904.0,1100.0,5052.0,3676.0,5664.0,6157.0,9320.0,71416.0,10237.0,20687.0,62364.0,28623.0,156475.0,80158.0,21649.0,13911.0,286837.0,167710.0,132405.0,35305.0,10395.0,24910.0,119127.0,374355,374147.0,358829.0,15318,286837.0,169991,116846.0,354120.0,233579.0,72270,5538.0,14072.0,23091.0,286837.0,239621.0,34766.0,9
2018,1,D,,189560,50960,706550,706550.0,643062.0,471.0,6298.0,27214.0,29505.0,706550.0,649831.0,56719,63488.0,13921.0,15136.0,5662.0,,,,,,,303613,354097,301.0,17443,103.0,19255.0,11738.0,75300,333301,18196.0,21751.0,24338.0,14361.0,9270.0,4695.0,5668.0,15456.0,22978.0,23436.0,19043.0,20942.0,22829.0,20444.0,21307.0,9962.0,13076.0,7236.0,9086.0,10207.0,9707.0,5192.0,4121.0,373249,22652.0,18271.0,21452.0,13615.0,9729.0,5634.0,4356.0,13361.0,25751.0,24447.0,22282.0,22241.0,24727.0,23465.0,27772.0,11081.0,15101.0,9290.0,11431.0,14712.0,12811.0,8364.0,10704.0,55969,269599.0,27773.0,13406.0,12525.0,13328.0,11318.0,13037.0,10335.0,11014.0,10235.0,18260.0,29601.0,28735.0,25465.0,15698.0,15438.0,13431.0,695232.0,114912,483745.0,5708.0,284.0,265.0,107.0,192.0,424.0,397.0,649.0,2002.0,1590.0,4920.0,2402.0,6360.0,12140.0,10603.0,112051.0,18536.0,35090.0,85472.0,40289.0,85833.0,42071.0,7494.0,8866.0,269599.0,163755.0,91068.0,72687.0,14344.0,58343.0,105844.0,360460,360357.0,324630.0,35727,269599.0,161445,108154.0,315657.0,235869.0,53279,1657.0,8065.0,13556.0,269599.0,222530.0,40023.0,1
2018,10,D,,156540,82124,711265,711265.0,518338.0,3353.0,6834.0,98486.0,84254.0,711265.0,528525.0,182740,192927.0,36345.0,47949.0,18554.0,669071.0,409992.0,134041.0,1278.0,216.0,1510.0,493441,44334,3364.0,82379,422.0,67579.0,19746.0,169408,353539,20851.0,22203.0,27031.0,15554.0,11668.0,7278.0,4621.0,15226.0,21936.0,22309.0,22982.0,22193.0,22550.0,22361.0,23728.0,9406.0,11542.0,8450.0,9528.0,12641.0,8538.0,4818.0,6125.0,357726,21343.0,20042.0,25147.0,14479.0,9355.0,3629.0,3872.0,15965.0,19999.0,21170.0,23167.0,22794.0,22511.0,24836.0,25315.0,10173.0,14135.0,7753.0,9315.0,14888.0,9660.0,7517.0,10661.0,82099,251936.0,11943.0,8481.0,6743.0,9607.0,7919.0,11334.0,8310.0,6416.0,7364.0,15500.0,23907.0,31121.0,25381.0,16795.0,21021.0,40094.0,691238.0,58249,473001.0,8254.0,0.0,392.0,0.0,1345.0,1413.0,768.0,1124.0,7546.0,1436.0,5228.0,4973.0,3906.0,5470.0,8243.0,84044.0,13539.0,26075.0,50745.0,27460.0,125364.0,64404.0,20850.0,10422.0,251936.0,177770.0,141469.0,36301.0,10368.0,25933.0,74166.0,377716,370169.0,352388.0,17781,251936.0,174391,77545.0,352623.0,299109.0,18836,769.0,10249.0,20844.0,251936.0,228479.0,18789.0,10
2018,11,D,,145407,82358,722584,722584.0,570531.0,4115.0,5206.0,66187.0,76545.0,722584.0,579852.0,142732,152053.0,29478.0,38073.0,18789.0,678700.0,452521.0,153192.0,1387.0,91.0,1317.0,496219,76321,3335.0,58102,418.0,58508.0,29681.0,210124,357375,23351.0,21959.0,28883.0,16223.0,10174.0,7124.0,5730.0,12351.0,23594.0,23874.0,26040.0,22706.0,28339.0,25781.0,21964.0,10530.0,9893.0,6345.0,7769.0,11108.0,6505.0,3700.0,3432.0,365209,20533.0,24885.0,28322.0,14619.0,10655.0,4565.0,5142.0,14205.0,21944.0,22676.0,26597.0,26971.0,27083.0,23466.0,22956.0,8616.0,10700.0,7184.0,8632.0,14039.0,9409.0,4539.0,7471.0,79003,249169.0,9491.0,4975.0,6746.0,7719.0,8440.0,9691.0,9767.0,9362.0,9271.0,17110.0,25404.0,37681.0,28266.0,21320.0,20532.0,23394.0,714293.0,59646,473863.0,8933.0,276.0,0.0,468.0,702.0,1749.0,1352.0,1558.0,9625.0,2178.0,8041.0,7106.0,4820.0,6341.0,9019.0,94061.0,18846.0,31491.0,62309.0,37676.0,106289.0,47477.0,7615.0,5931.0,249169.0,177819.0,131992.0,45827.0,16265.0,29562.0,71350.0,400658,400385.0,381907.0,18478,249169.0,175712,73457.0,373561.0,330197.0,17260,432.0,4503.0,17136.0,249169.0,221895.0,23708.0,11
2018,12,R,,118724,134884,687072,687072.0,662720.0,841.0,6039.0,8092.0,9380.0,687072.0,669600.0,17472,24352.0,7798.0,3323.0,967.0,,,,,,,533450,117582,1329.0,8924,110.0,8331.0,17346.0,21908,341016,20376.0,20843.0,22420.0,14345.0,9137.0,4116.0,5032.0,12413.0,25105.0,22948.0,20498.0,20647.0,21259.0,22341.0,24367.0,10288.0,12982.0,8128.0,10837.0,13410.0,9348.0,5314.0,4862.0,346056,19882.0,19303.0,22174.0,10935.0,8081.0,3196.0,5514.0,11716.0,23379.0,21419.0,21224.0,20937.0,21018.0,21896.0,23119.0,11874.0,14320.0,8423.0,11483.0,16131.0,13409.0,7247.0,9376.0,50556,277817.0,24276.0,15204.0,16352.0,15321.0,14860.0,14441.0,12740.0,12985.0,11019.0,20901.0,31049.0,33310.0,21360.0,11703.0,12598.0,9698.0,665050.0,111064,477589.0,3602.0,70.0,0.0,41.0,579.0,159.0,620.0,306.0,1070.0,1382.0,6311.0,5722.0,11339.0,12066.0,7167.0,117233.0,25283.0,44127.0,74978.0,52295.0,66692.0,36433.0,6182.0,3932.0,277817.0,171301.0,120137.0,51164.0,13501.0,37663.0,106516.0,333602,330505.0,310439.0,20066,277817.0,184201,93616.0,308264.0,285075.0,4364,1362.0,6015.0,8571.0,277817.0,220950.0,47149.0,12
2018,13,R,,134458,136516,704211,704211.0,659393.0,448.0,4513.0,14671.0,25186.0,704211.0,664354.0,39857,44818.0,19337.0,8316.0,2590.0,,,,,,,570733,77759,1086.0,31373,0.0,5983.0,17277.0,26122,348155,20184.0,18682.0,21150.0,13277.0,17223.0,8826.0,10110.0,19729.0,23721.0,22833.0,23100.0,18681.0,19226.0,19558.0,20564.0,9109.0,13732.0,7267.0,9432.0,12966.0,8869.0,4707.0,5209.0,356056,17929.0,18756.0,20707.0,10408.0,17616.0,11052.0,7581.0,18276.0,21716.0,21330.0,21088.0,20883.0,18189.0,21150.0,22647.0,9309.0,14373.0,7522.0,10374.0,15670.0,11250.0,7297.0,10933.0,51401,286809.0,28252.0,14303.0,14314.0,17051.0,13033.0,15196.0,13270.0,12783.0,10527.0,25609.0,26637.0,34457.0,24385.0,12344.0,12786.0,11862.0,663915.0,119512,452705.0,2630.0,0.0,18.0,0.0,156.0,231.0,49.0,129.0,886.0,908.0,3959.0,4150.0,7849.0,11444.0,5990.0,117991.0,21977.0,34120.0,63574.0,40812.0,78170.0,40124.0,8865.0,8673.0,286809.0,165940.0,123046.0,42894.0,11831.0,31063.0,120869.0,357058,356604.0,337795.0,18809,286809.0,180115,106694.0,332596.0,289519.0,8827,2121.0,15528.0,14077.0,286809.0,236929.0,34670.0,13
2018,14,D,,156035,141164,742235,742235.0,665406.0,2386.0,4570.0,41368.0,28505.0,742235.0,672362.0,69873,76829.0,11290.0,19440.0,6086.0,,,,,,,645869,28485,1023.0,28809,186.0,15912.0,21951.0,97239,373029,25949.0,26575.0,29457.0,18585.0,11313.0,4167.0,4342.0,10737.0,18213.0,22540.0,25575.0,24714.0,25581.0,28507.0,26548.0,10323.0,12849.0,7213.0,9907.0,12719.0,8966.0,3475.0,4774.0,369206,19557.0,26495.0,28223.0,15175.0,7397.0,2605.0,4107.0,12042.0,21044.0,21812.0,21683.0,26726.0,30133.0,27441.0,26244.0,9730.0,13099.0,7850.0,9774.0,14143.0,9825.0,7248.0,6853.0,94403,262859.0,7885.0,5789.0,4858.0,6257.0,6995.0,6078.0,7073.0,5892.0,6912.0,16857.0,25665.0,38235.0,33121.0,25158.0,32048.0,34036.0,736202.0,35960,495509.0,2993.0,49.0,166.0,309.0,504.0,368.0,478.0,722.0,1350.0,1183.0,2068.0,2784.0,3313.0,4194.0,6781.0,101537.0,12784.0,35676.0,65850.0,44178.0,127359.0,61320.0,11334.0,8209.0,262859.0,202083.0,169216.0,32867.0,11196.0,21671.0,60776.0,398132,398015.0,383858.0,14157,262859.0,217652,45207.0,377637.0,330304.0,11096,552.0,2762.0,29423.0,262859.0,245775.0,14395.0,14
2018,15,R,,74309,181294,691196,691196.0,675199.0,655.0,3179.0,6491.0,5672.0,691196.0,679033.0,12163,15997.0,3009.0,2743.0,1560.0,,,,,,,639755,31004,1228.0,3770,282.0,2998.0,12159.0,18636,346943,22407.0,20801.0,23393.0,13625.0,8600.0,3907.0,5336.0,12195.0,20489.0,21791.0,22773.0,19527.0,20865.0,21889.0,26225.0,10346.0,12834.0,8566.0,12619.0,13898.0,11199.0,7953.0,5705.0,344253,19601.0,19374.0,20883.0,13353.0,8502.0,3482.0,4052.0,10125.0,19393.0,19522.0,21339.0,18865.0,19804.0,21256.0,27485.0,10353.0,12874.0,8261.0,12679.0,16828.0,13327.0,10915.0,11980.0,53042,276514.0,18090.0,14665.0,14071.0,15986.0,13423.0,12951.0,14737.0,14418.0,12146.0,22889.0,30598.0,38204.0,22688.0,12275.0,11814.0,7559.0,663971.0,90983,481560.0,3933.0,0.0,47.0,90.0,46.0,169.0,314.0,187.0,900.0,1214.0,10079.0,4723.0,9313.0,9328.0,6553.0,136767.0,28163.0,44081.0,69452.0,60459.0,61974.0,26242.0,4282.0,3244.0,276514.0,184317.0,140936.0,43381.0,12019.0,31362.0,92197.0,328751,328407.0,310983.0,17424,276514.0,206151,70363.0,306998.0,276861.0,1751,1418.0,7560.0,17243.0,276514.0,222689.0,47541.0,15
2018,16,R,,104569,151254,684888,684888.0,642181.0,1018.0,4301.0,18720.0,18668.0,684888.0,647500.0,37388,42707.0,6770.0,8697.0,5722.0,,,,,,,619708,25648,1341.0,11044,176.0,11562.0,15409.0,70798,343108,19358.0,18784.0,23138.0,14502.0,9889.0,5886.0,5525.0,14013.0,22548.0,18747.0,21064.0,19540.0,21680.0,23004.0,25178.0,10460.0,13555.0,7949.0,11233.0,15144.0,10181.0,6621.0,5109.0,341780,17725.0,18296.0,21738.0,12316.0,10112.0,4238.0,3908.0,12181.0,20074.0,18446.0,18369.0,20305.0,23119.0,23672.0,25226.0,9547.0,14155.0,7502.0,12241.0,17367.0,11613.0,9450.0,10180.0,61773,274557.0,11382.0,12049.0,13169.0,14042.0,13020.0,15022.0,9845.0,13372.0,9576.0,21105.0,31893.0,35315.0,28129.0,17621.0,17154.0,11863.0,665484.0,70792,473279.0,5151.0,11.0,33.0,420.0,239.0,278.0,815.0,446.0,4636.0,463.0,3513.0,4891.0,6649.0,9068.0,8568.0,131056.0,24698.0,39906.0,70221.0,47216.0,73426.0,32889.0,4957.0,3729.0,274557.0,179700.0,140382.0,39318.0,12032.0,27286.0,94857.0,354224,354081.0,337152.0,16929,274557.0,197906,76651.0,330317.0,304971.0,1424,1187.0,5044.0,14577.0,274557.0,238604.0,29424.0,16
